id,Keyword,Name,Full_Address,Street_Address,City,Zip,Municipality,State,Country,Timezone,Phone_1,Phone_Standard_format,Phone_From_WEBSITE,Email_From_WEBSITE,Website,Domain,First_category,Second_category,Claimed_google_my_business,Reviews_count,Average_rating,Business_Status,Hours,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Latitude,Longitude,Coordinates,Plus_Code,Place_ID,Menu_Link,GMB_URL,CID,Google_Knowledge_URL,Kgmid,Image_URL,Favicon,Review_URL,Facebook_URL,Linkedin_URL,Instagram_URL,Meta_Description,Meta_Keywords,Uuid,Accessibility,Service_options,Amenities,From_the_business,Crowd,Planning
7f39a865-bf25-4bc4-acf9-df66ab24112e,photographer,LA Wedding Photographer Co,,,,,,,,,(213) 322-1991,(213) 322-1991,,,,,,,,15,5.0,,,,,,,,,,34.0661724,-118.3993554,"34.0661724,-118.3993554",,0x80c2bb71a3227df1:0xff01fc186880b5e,,https://www.google.com/maps/place/LA+Wedding+Photographer+Co/data=!4m7!3m6!1s0x80c2bb71a3227df1:0xff01fc186880b5e!8m2!3d34.0661724!4d-118.3993554!16s%2Fg%2F11md0gzrnn!19sChIJ8X0io3G7woARXguIhsEf8A8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,59eca5c6-1997-4f4a-bf57-36616bfcb090,,,,,,
71c8d446-1187-481f-a544-e721692ecded,photographer,Harmony Boudoir Photography Los Angeles,,,,,,,,,(323) 498-2456,(323) 498-2456,,,http://www.boudoirphotographylosangeles.com/,boudoirphotographylosangeles.com,,,,8,5.0,,,,,,,,,,34.087407,-118.3808197,"34.087407,-118.3808197",,0x80c2bebad710f2d3:0xff14b03113b4c7e5,,https://www.google.com/maps/place/Harmony+Boudoir+Photography+Los+Angeles/data=!4m7!3m6!1s0x80c2bebad710f2d3:0xff14b03113b4c7e5!8m2!3d34.087407!4d-118.3808197!16s%2Fg%2F11r9g7kqn!19sChIJ0_IQ17q-woAR5ce0EzGwFP8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,2100bbbf-0b6f-4cea-8228-3a50d1c17cab,,,,,,
c26d4875-681a-4332-8833-6523314cec75,photographer,I.A.M. Supreme Photography,,,,,,,,,(818) 879-3888,(818) 879-3888,,,,,,,,4,4.3,,,,,,,,,,34.07796,-118.3780081,"34.07796,-118.3780081",,0x80c2beb3aa03321b:0x63d06df1c7ca8209,,https://www.google.com/maps/place/I.A.M.+Supreme+Photography/data=!4m7!3m6!1s0x80c2beb3aa03321b:0x63d06df1c7ca8209!8m2!3d34.07796!4d-118.3780081!16s%2Fg%2F11b7wc8gz1!19sChIJGzIDqrO-woARCYLKx_Ft0GM?authuser=0&hl=en&rclk=1,,,,,,,,,,,,7c264d68-64ba-4585-a73a-3947a3ad1fee,,,,,,
33ddf2b8-4fab-4007-9ea5-79d7c248e420,photographer,Julian Starks Photography,,,,,,,,,(310) 871-0940,(310) 871-0940,,,http://julianstarksphotography.com/,julianstarksphotography.com,,,,1,5.0,Open 24 hours,,,,,,,,,34.0656193,-118.4118894,"34.0656193,-118.4118894",,0x80c2bb5a711e5a93:0x2d5a06e5d6c75b7e,,https://www.google.com/maps/place/Julian+Starks+Photography/data=!4m7!3m6!1s0x80c2bb5a711e5a93:0x2d5a06e5d6c75b7e!8m2!3d34.0656193!4d-118.4118894!16s%2Fg%2F11ghtrg7bg!19sChIJk1oecVq7woARflvH1uUGWi0?authuser=0&hl=en&rclk=1,,,,,,,,,,,,fe40332e-efb1-444d-b5e0-6b8a09e26431,,,,,,
a65a5269-78a8-47c9-8235-e433c0ff7cc9,photographer,Headshot Photography Expert Shawn Barber,,,,,,,,,(310) 272-3133,(310) 272-3133,,,http://www.headshotsdoneright.com/,headshotsdoneright.com,,,,10,5.0,,,,,,,,,,34.087185,-118.369613,"34.087185,-118.369613",,0x80c2bea4e70c128d:0x9bb6095158e126b7,,https://www.google.com/maps/place/Headshot+Photography+Expert+Shawn+Barber/data=!4m7!3m6!1s0x80c2bea4e70c128d:0x9bb6095158e126b7!8m2!3d34.087185!4d-118.369613!16s%2Fg%2F1v1tnbq1!19sChIJjRIM56S-woARtybhWFEJtps?authuser=0&hl=en&rclk=1,,,,,,,,,,,,114beca4-15dc-48c5-bd46-9d7b29ab4652,,,,,,
7f12c430-d134-49f0-9e52-11f5bf7fcc2e,photographer,ReallyThere,,,,,,,,,(310) 734-2224,(310) 734-2224,,,,,,,,1,5.0,,,,,,,,,,34.0628217,-118.3988918,"34.0628217,-118.3988918",,0x80c2bbfb8715be2d:0xaf994b07a67bfba4,,https://www.google.com/maps/place/ReallyThere/data=!4m7!3m6!1s0x80c2bbfb8715be2d:0xaf994b07a67bfba4!8m2!3d34.0628217!4d-118.3988918!16s%2Fg%2F11bwqn1k59!19sChIJLb4Vh_u7woARpPt7pgdLma8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,c9643352-0efc-492c-9776-5708542b4fba,,,,,,
07a169c5-1f13-43c2-b674-90413c5b6c97,photographer,Westside Studio,261 S Robertson Blvd # 201,261 S Robertson Blvd # 201,,,,,,,(310) 657-4116,(310) 657-4116,,,http://www.westsidestudio.net/,westsidestudio.net,Portrait studio,,,6,4.3,,,,,,,,,,34.0632132,-118.3837842,"34.0632132,-118.3837842",,0x80c2b95a85bb9c2b:0x65208e26c6e12924,,https://www.google.com/maps/place/Westside+Studio/data=!4m7!3m6!1s0x80c2b95a85bb9c2b:0x65208e26c6e12924!8m2!3d34.0632132!4d-118.3837842!16s%2Fg%2F1tpf7d11!19sChIJK5y7hVq5woARJCnhxiaOIGU?authuser=0&hl=en&rclk=1,,,,,,,,,,,,a3363d00-f938-4573-add2-149ca314d26e,,,,,,
7484d6be-7638-4ef4-84a8-b7edc28f053c,photographer,Premier Property Pics | Real Estate Media | Los Angeles,,,,,,,,,(310) 402-0630,(310) 402-0630,,,https://premierpropertypics.com/,premierpropertypics.com,,,,23,5.0,Open 24 hours,,,,,,,,,34.0658433,-118.3777558,"34.0658433,-118.3777558",,0x80c2bfb15428eb3b:0xba2848cd87ee293a,,https://www.google.com/maps/place/Premier+Property+Pics+%7C+Real+Estate+Media+%7C+Los+Angeles/data=!4m7!3m6!1s0x80c2bfb15428eb3b:0xba2848cd87ee293a!8m2!3d34.0658433!4d-118.3777558!16s%2Fg%2F11fm5b24p4!19sChIJO-soVLG_woAROinuh81IKLo?authuser=0&hl=en&rclk=1,,,,,,,,,,,,8bcf2ec4-6406-41b3-abfc-1902216a0a30,,,,,,
fe9c3365-a523-479e-8913-2a8ef5c4dc54,photographer,"VCVisions, LLC",9350 Wilshire Blvd Suite 203,9350 Wilshire Blvd Suite 203,,,,,,,(866) 621-1363,(866) 621-1363,,,https://www.vcvisions.com/,vcvisions.com,Photography service,,,30,5.0,,,,,,,,,,34.066868,-118.3955075,"34.066868,-118.3955075",,0x80c2cfdf7d517faf:0x671274069b545110,,"https://www.google.com/maps/place/VCVisions,+LLC/data=!4m7!3m6!1s0x80c2cfdf7d517faf:0x671274069b545110!8m2!3d34.066868!4d-118.3955075!16s%2Fg%2F11fksqyf33!19sChIJr39Rfd_PwoAREFFUmwZ0Emc?authuser=0&hl=en&rclk=1",,,,,,,,,,,,8a5f625f-da97-4156-8346-e403c96b2937,,,,,,
6f67c5f8-d9b8-4fdf-a212-0880d7ee970d,photographer,Robert Paetz Photography,,,,,,,,,(951) 264-9606,(951) 264-9606,,,http://www.robertpaetz.com/,robertpaetz.com,,,,3,5.0,,,,,,,,,,34.0718685,-118.3866257,"34.0718685,-118.3866257",,0x80dcd71e50b5be13:0xcd84a8c94b5b5156,,https://www.google.com/maps/place/Robert+Paetz+Photography/data=!4m7!3m6!1s0x80dcd71e50b5be13:0xcd84a8c94b5b5156!8m2!3d34.0718685!4d-118.3866257!16s%2Fg%2F1trcgqsw!19sChIJE761UB7X3IARVlFbS8mohM0?authuser=0&hl=en&rclk=1,,,,,,,,,,,,a7a1b3ea-e1d1-478b-af44-d30ec60534e3,,,,,,
2b984279-6989-44e6-bb43-bd73ce6102f4,photographer,Snappr,3867 Degnan Boulevard,3867 Degnan Boulevard,,,,,,,(323) 332-1555,(323) 332-1555,,,/aclk?sa=L&ai=DChcSEwj805Oki6CPAxUDme4BHaYgGrUYABABGgJkeg&co=1&ase=2&gclid=EAIaIQobChMI_NOTpIugjwMVA5nuAR2mIBq1EBAYASAAEgLpO_D_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1_NIvmCKB27ci4-9yy4H4ZELS3Iw&adurl&rct=j&q&ctype=99&nis=6,,Photography service,,,358,4.8,Open 24 hours,,,,,,,,,34.015455,-118.330305,"34.015455,-118.330305",,0x80c2b824cafd89f7:0xc9976e583ea4500d,,https://www.google.com/maps/place/Snappr/data=!4m7!3m6!1s0x80c2b824cafd89f7:0xc9976e583ea4500d!8m2!3d34.015455!4d-118.330305!16s%2Fg%2F11f29zd9j9!19sChIJ94n9yiS4woARDVCkPlhul8k?authuser=0&hl=en&rclk=1,,,,,,,,,,,,a7216cc3-d10e-4a47-a8ba-3ed0995538ea,,,,,,
4c1c13a3-345a-4861-8e3e-e0563fa692a6,photographer,Beverly Hills Photography,,,,,,,,,,,,,,,,,,6,5.0,,,,,,,,,,34.0647835,-118.3756892,"34.0647835,-118.3756892",,0x80c2b945e215a321:0x975b7a35597415f2,,https://www.google.com/maps/place/Beverly+Hills+Photography/data=!4m7!3m6!1s0x80c2b945e215a321:0x975b7a35597415f2!8m2!3d34.0647835!4d-118.3756892!16s%2Fg%2F1vbnpp0h!19sChIJIaMV4kW5woAR8hV0WTV6W5c?authuser=0&hl=en&rclk=1,,,,,,,,,,,,1175d697-8c69-483d-8fe2-0f20d24bcd4a,,,,,,
abc2e18b-f9c5-404f-878a-8c18fb8b068d,photographer,Beverly Hills Photographer,,,,,,,,,(818) 231-9000,(818) 231-9000,,,,,,,,,,,,,,,,,,,34.0658542,-118.3977326,"34.0658542,-118.3977326",,0x80c2bbfea361c969:0x5f0a75a49e831d46,,https://www.google.com/maps/place/Beverly+Hills+Photographer/data=!4m7!3m6!1s0x80c2bbfea361c969:0x5f0a75a49e831d46!8m2!3d34.0658542!4d-118.3977326!16s%2Fg%2F11bw1_993p!19sChIJaclho_67woARRh2DnqR1Cl8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,20fa20e0-94f2-41a3-b0c8-5064fab7f300,,,,,,
879b4ea3-240e-4022-8b7d-3174d97138f0,photographer,Blushing Bride Photo Video,,,,,,,,,(855) 539-3555,(855) 539-3555,,,https://www.blushingbridephotovideo.com/,blushingbridephotovideo.com,,,,26,5.0,,,,,,,,,,34.0646469,-118.3758294,"34.0646469,-118.3758294",,0x80c2b926861ae311:0x454c6446df553c5,,https://www.google.com/maps/place/Blushing+Bride+Photo+Video/data=!4m7!3m6!1s0x80c2b926861ae311:0x454c6446df553c5!8m2!3d34.0646469!4d-118.3758294!16s%2Fg%2F11y3pzyty8!19sChIJEeMahia5woARxVP1bUTGVAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,,,b19c0e24-d218-4bf7-80f0-c160edf857b9,,,,,,
13bef420-345a-4186-b10b-b1ea6c0cb4bd,photographer,Rene Zadori Photography,,,,,,,,,(818) 314-3342,(818) 314-3342,,,http://www.renezadori.com/,renezadori.com,,,,4,5.0,,,,,,,,,,34.0672903,-118.3917502,"34.0672903,-118.3917502",,0x80c2b9c5497c4113:0x4ac41cd52d9db71b,,https://www.google.com/maps/place/Rene+Zadori+Photography/data=!4m7!3m6!1s0x80c2b9c5497c4113:0x4ac41cd52d9db71b!8m2!3d34.0672903!4d-118.3917502!16s%2Fg%2F11h80gwfjn!19sChIJE0F8ScW5woARG7edLdUcxEo?authuser=0&hl=en&rclk=1,,,,,,,,,,,,b48c940d-37f9-4a43-928e-221783cc4925,,,,,,
7ea1194a-7afa-4243-a5eb-0aded3f019af,photographer,Beverly Hills Photographer,,,,,,,,,(310) 409-5012,(310) 409-5012,,,,,,,,,,,,,,,,,,,34.063499,-118.399386,"34.063499,-118.399386",,0x80c2bbfb8d3d11d7:0xff007975b959eb90,,https://www.google.com/maps/place/Beverly+Hills+Photographer/data=!4m7!3m6!1s0x80c2bbfb8d3d11d7:0xff007975b959eb90!8m2!3d34.063499!4d-118.399386!16s%2Fg%2F11bw223jgs!19sChIJ1xE9jfu7woARkOtZuXV5AP8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,1c39bb58-55cc-49c5-b42b-620d479704f0,,,,,,
a9be5661-6025-4015-a5fa-ada03fd70193,photographer,Nejati Studio Photography and Design,,,,,,,,,(310) 600-0395,(310) 600-0395,,,,,,,,2,5.0,,,,,,,,,,34.0581571,-118.3839837,"34.0581571,-118.3839837",,0x80c2b94f78e40e53:0x5ae50b67f375bcaf,,https://www.google.com/maps/place/Nejati+Studio+Photography+and+Design/data=!4m7!3m6!1s0x80c2b94f78e40e53:0x5ae50b67f375bcaf!8m2!3d34.0581571!4d-118.3839837!16s%2Fg%2F12hrp2zn0!19sChIJUw7keE-5woARr7x182cL5Vo?authuser=0&hl=en&rclk=1,,,,,,,,,,,,fb27aecb-60ac-4b44-9d1e-24e144cc9961,,,,,,
f6492e5a-0a96-48d7-9cab-7a8d77fe566c,photographer,John Wolfsohn Photo & Video,,,,,,,,,,,,,http://www.johnwolfsohn.com/,johnwolfsohn.com,,,,,,,,,,,,,,,34.07,-118.4,"34.07,-118.4",,0x80c2bc075ee46a8d:0xc12025bf01e0e0f5,,https://www.google.com/maps/place/John+Wolfsohn+Photo+%26+Video/data=!4m7!3m6!1s0x80c2bc075ee46a8d:0xc12025bf01e0e0f5!8m2!3d34.07!4d-118.4!16s%2Fg%2F1td059r_!19sChIJjWrkXge8woAR9eDgAb8lIME?authuser=0&hl=en&rclk=1,,,,,,,,,,,,bf6b6b51-53af-4988-a3cc-1c3890aed026,,,,,,
